16,随时看房,南城都汇汇智园二期  | 2室2厅 | 89.41平米 | 南 | 其他 | 有电梯,中楼层(共18层)2010年建板塔结合  -  市一医院,无,房本满五年,朝南带阳台，两房一厨一卫户型。,195万,单价21810元/平米
17,随时看房,白马二巷1号  | 2室1厅 | 69.51平米 | 南 北 | 其他,中楼层(共6层)板楼  -  花牌坊,距离1号线人民北路站700米,房本满五年,白马二巷1号套二+中间楼层+户型方正+有阳台,99万,单价14243元/平米
18,随时看房,世豪瑞丽  | 3室2厅 | 108.71平米 | 西南 | 其他 | 有电梯,高楼层(共39层)2013年建板塔结合  -  大源,无,无,精装套三双卫出售，此房满两年，可以看大源公园,285万,单价26217元/平米
19,随时看房,金沙御苑  | 2室2厅 | 75.14平米 | 西南 | 其他 | 有电梯,低楼层(共13层)2013年建板楼  -  蜀汉路,距离2号线一品天下站853米,无,蜀汉黄忠路 金沙御苑 有装修，客厅有阳台.,190万,单价25287元/平米
20,随时看房,麓山国际半月湾  | 2室1厅 | 91.52平米 | 东 | 其他 | 有电梯,低楼层(共32层)2013年建板楼  -  麓山,无,无,麓山国际半月湾 清水套二 户型方正,172万,单价18794元/平米
21,随时看房,白鸽岛尚  | 2室2厅 | 83.09平米 | 东北 | 其他 | 有电梯,低楼层(共19层)2008年建塔楼  -  高家庄,无,房本满五年,金牛国宾 白鸽岛尚 户型方正 对小区中庭 居家安静,135万,单价16248元/平米
22,随时看房,华润凤凰城三期  | 4室2厅 | 267.75平米 | 南 北 | 其他 | 无电梯,低楼层(共6层)2013年建板楼  -  大源,无,无,凤凰城三期通透格局，花园洋房，大平层,666万,单价24874元/平米
23,随时看房,景茂城果  | 3室2厅 | 86.05平米 | 南 | 其他,高楼层(共24层)2012年建塔楼  -  华阳,距离1号线华府大道站210米,无,景茂城果 自住装修 户型方正朝南,190万,单价22081元/平米
24,随时看房,家益欣城  | 3室2厅 | 139平米 | 南 | 其他 | 无电梯,中楼层(共6层)2010年建板楼  -  华阳,无,无,家益欣城，精装套三，小区环境干净舒适，适合居住,259万,单价18634元/平米
25,随时看房,书香府邸二期英伦  | 3室2厅 | 121.92平米 | 东南 | 精装 | 有电梯,高楼层(共16层)2011年建板楼  -  成外,距离2号线百草路站436米,无,英伦装修套三，户型方正，采光好。东南朝向。,200万,单价16405元/平米
26,随时看房,万科金域西岭  | 2室2厅 | 90.56平米 | 西南 | 其他 | 有电梯,中楼层(共35层)2012年建板楼  -  国宾,距离2号线茶店子客运站站267米,无,万科金域西岭  套二   有装修  有阳台,175万,单价19325元/平米
27,随时看房,恒大绿洲  | 3室1厅 | 144.41平米 | 南 | 其他 | 有电梯,中楼层(共11层)2011年建板塔结合  -  大面,无,房本满五年,恒大绿洲跃层装修房套三双卫朝向南,380万,单价26314元/平米
28,随时看房,流星花园  | 2室1厅 | 82.04平米 | 东南 | 其他 | 有电梯,高楼层(共16层)2003年建板楼  -  合江亭,距离2号线东门大桥站334米,房本满五年,太古里 流星花园 两居室 有阳台 有装修 看房预约,210万,单价25598元/平米
29,随时看房,无国界  | 1室1厅 | 55.22平米 | 东 | 其他,中楼层(共31层)2015年建板塔结合  -  新会展,距离1号线天府三街站939米,无,无国界 套一 朝东 有装修 有家具家电 通气 有生活阳台,110万,单价19921元/平米
,haskey,houseInfo,positionInfo,subway,taxfree,title,totalPrice,unitPrice
0,随时看房,馨宁居二期  | 2室1厅 | 81.84平米 | 西南 | 其他 | 有电梯,中楼层(共9层)2003年建板楼  -  一品天下,距离2号线蜀汉路东站443米,无,馨宁居二期标准套二+有装修+客厅、主卧带阳台,130万,单价15885元/平米
1,随时看房,中海翠屏湾  | 1室1厅 | 64.24平米 | 东南 | 其他,高楼层(共18层)2009年建板楼  -  城南宜家,无,无,中海翠屏湾 一室一厅一厨一卫一阳台一个生活阳台,110万,单价17124元/平米
2,随时看房,绿地世纪城  | 2室2厅 | 72.81平米 | 西 | 毛坯 | 有电梯,中楼层(共21层)2016年建塔楼  -  驷马桥,无,无,绿地世纪城二室二厅一厨一卫无装修,130万,单价17855元/平米
3,随时看房,府青路二段18号  | 2室1厅 | 54.52平米 | 东南 | 简装 | 无电梯,高楼层(共6层)2005年建板楼  -  李家沱,距离3号线前锋路站810米,房本满五年,标准套二的户型，卧室宽敞舒适，安静居家巴适,78万,单价14307元/平米
4,随时看房,天地云庭  | 2室2厅 | 95.17平米 | 东 | 其他 | 有电梯,中楼层(共24层)2010年建板塔结合  -  攀成钢,距离2号线东大路站1176米,无,天地云庭 大套二 客厅带阳台 采光好,210万,单价22066元/平米
5,随时看房,浅水半岛三期  | 2室2厅 | 81.3平米 | 西南 | 其他 | 有电梯,高楼层(共27层)2010年建板塔结合  -  八里小区,无,房本满五年,浅水半岛清水套二，客厅带阳台，朝东南向,199万,单价24478元/平米
6,随时看房,南村公寓  | 3室2厅 | 136.54平米 | 西 | 简装,中楼层(共7层)2003年建板楼  -  双楠,无,无,南村公寓  低楼层套三  双卫,210万,单价15381元/平米
7,随时看房,远大都市风景四期  | 3室1厅 | 101.22平米 | 南 | 其他 | 有电梯,低楼层(共30层)2010年建板楼  -  远大,距离1号线华府大道站1008米,无,品质大盘  居家装修   诚心出售,220万,单价21735元/平米
8,随时看房,正成拉斐  | 3室2厅 | 85.92平米 | 东南 | 其他 | 有电梯,低楼层(共18层)2012年建塔楼  -  国宾,距离2号线金周路站663米,无,正成拉斐，有装修套三，位置安静，中间楼层，户型方正,170万,单价19786元/平米
9,随时看房,博雅新城E区  | 2室2厅 | 87.38平米 | 南 | 其他,高楼层(共27层)2011年建板塔结合  -  大丰,无,房本满五年,博雅新城优质的套2   看房方便,100万,单价11445元/平米
10,随时看房,草堂北路11号  | 3室1厅 | 71.8平米 | 东南 | 其他,中楼层(共6层)2003年建板楼  -  草堂,距离4号线草堂北路站497米,房本满五年,草堂北路11号 套三 中间楼层  预约看房,120万,单价16714元/平米
11,随时看房,复地雍湖湾  | 2室2厅 | 93.31平米 | 西 | 其他 | 有电梯,高楼层(共31层)2012年建板塔结合  -  大源,无,无,复地雍湖湾 清水 标准套二双卫,306万,单价32794元/平米
12,随时看房,春江青龙湾  | 3室1厅 | 105.2平米 | 东南 | 其他 | 有电梯,低楼层(共18层)2012年建塔楼  -  国色天乡,无,无,温江春江青龙湾     套三   有装修,94万,单价8936元/平米
13,随时看房,金色鱼凫  | 4室2厅 | 136.8平米 | 东南 | 其他 | 有电梯,低楼层(共18层)2011年建塔楼  -  温江老城,距离4号线杨柳河站545米,房本满五年,金色鱼凫   清水套四对中庭不临街,165万,单价12062元/平米
14,随时看房,东风路北一巷5号  | 3室1厅 | 70.47平米 | 东南 | 其他,高楼层(共7层)暂无数据  -  猛追湾,距离4号线玉双路站729米,房本满五年,东风路北一巷5号    3室1厅    客厅带阳台,113万,单价16036元/平米
15,随时看房,中铁塔米亚  | 2室1厅 | 85平米 | 西南 | 毛坯 | 有电梯,中楼层(共18层)2011年建板塔结合  -  成外,无,无,中铁塔米亚清水中庭套二、毛坯未装修,120万,单价14118元/平米
16,随时看房,民生新干线  | 3室2厅 | 90.56平米 | 西北 | 其他,中楼层(共17层)2016年建板楼  -  大丰,无,无,民生新干线    套三   诚心出售,118万,单价13031元/平米
17,随时看房,蓝谷地一二期  | 2室2厅 | 88.5平米 | 南 | 其他 | 有电梯,低楼层(共11层)2006年建板楼  -  蓝谷地,无,房本满五年,一梯两户，有装修 。楼层低，预约看房,162万,单价18306元/平米
18,随时看房,沙河新城  | 3室2厅 | 153.76平米 | 东南 | 其他 | 有电梯,中楼层(共18层)2005年建塔楼  -  李家沱,距离3号线李家沱站1141米,房本满五年,沙河新城 套三 有装修 有阳台 朝东南,296万,单价19251元/平米
19,随时看房,澳龙名城  | 3室2厅 | 144.78平米 | 东南 | 其他 | 有电梯,低楼层(共11层)2009年建塔楼  -  攀成钢,距离2号线东大路站837米,房本满五年,澳龙名城套三双卫 客厅带阳台 小高层  前后对中庭,400万,单价27629元/平米
20,随时看房,中冶田园世界  | 3室2厅 | 118.59平米 | 西南 | 其他,中楼层(共30层)2013年建板塔结合  -  郫县城区,无,无,套三双卫带车位  客厅带大阳台 对中庭,120万,单价10119元/平米
21,随时看房,置信柳城谊苑  | 4室2厅 | 155.76平米 | 西北 | 其他 | 无电梯,高楼层(共6层)2003年建板楼  -  温江老城,距离4号线南熏大道站580米,无,柳城谊苑  套四三卫 跃层带花园,166万,单价10658元/平米
22,随时看房,南湖国际社区  | 4室2厅 | 234.99平米 | 南 | 其他 | 有电梯,低楼层(共34层)2010年建板楼  -  南湖,无,无,满两年，清水房，低楼层，不临街,350万,单价14895元/平米
23,随时看房,槐树苑二期锦苑  | 3室1厅 | 100.3平米 | 南 | 其他,高楼层(共6层)2003年建板塔结合  -  万年场,距离4号线槐树店站348米,房本满五年,槐树苑二期锦苑，套三双卫，顶楼跃层带花园。房主自荐,145万,单价14457元/平米
24,随时看房,英郡三期  | 3室2厅 | 88.94平米 | 东南 | 其他 | 有电梯,低楼层(共33层)2012年建板塔结合  -  新会展,距离1号线世纪城站668米,无,英郡三期 套二带书房 西南朝向,218万,单价24511元/平米
25,随时看房,金沙古韵  | 3室2厅 | 133.57平米 | 西南 | 其他 | 无电梯,中楼层(共6层)2005年建板塔结合  -  蜀汉路,距离2号线羊犀立交站977米,房本满五年,金沙古韵 套三有装修 中间楼层,266万,单价19915元/平米
26,随时看房,南城都汇汇智园二期  | 2室2厅 | 89.41平米 | 南 | 其他 | 有电梯,中楼层(共18层)2010年建板塔结合  -  市一医院,无,房本满五年,朝南带阳台，两房一厨一卫户型。,195万,单价21810元/平米
27,随时看房,新鸿基悦城  | 3室2厅 | 142平米 | 南 | 其他 | 有电梯,低楼层(共31层)2011年建板塔结合  -  海洋公园,无,房本满五年,户型正，对中庭，安静，满2年，能看房,312万,单价21972元/平米
28,随时看房,蓝光香境  | 3室2厅 | 94.15平米 | 南 | 其他,中楼层(共27层)2008年建板楼  -  光华大道沿线,无,房本满五年,蓝光香境朝南挑高户型，清水带大阳台，视野好看别墅区,190万,单价20181元/平米
29,随时看房,世茂城一期  | 3室2厅 | 120.68平米 | 南 | 精装,低楼层(共32层)2012年建板塔结合  -  大面,无,无,板楼+南北向+地暖+车位+采光视野佳房主自荐,210万,单价17402元/平米
,haskey,houseInfo,positionInfo,subway,taxfree,title,totalPrice,unitPrice
0,随时看房,霏红榭  | 3室2厅 | 117.3平米 | 东南 | 其他,高楼层(共30层)2015年建板塔结合  -  航天,无,无,霏红榭  装修套三双卫   高楼层新上,148万,单价12618元/平米
1,随时看房,中华园锦苑   | 叠拼别墅 | 4室1厅 | 250.69平米 | 西 | 简装,下叠(共4层)2004年建暂无数据  -  桐梓林,距离1号线桐梓林站462米,无,中华园锦苑叠拼别墅带花园随时可以看房新上,470万,单价18749元/平米
2,随时看房,万景峰二期  | 2室0厅 | 41.87平米 | 东南 | 其他,中楼层(共17层)2012年建板楼  -  高新西,无,无,万景峰，Loft公寓上下两层，有装修新上,42万,单价10032元/平米
3,无,金城丽景  | 2室1厅 | 85.91平米 | 南 西南 | 精装 | 有电梯,中楼层(共11层)2004年建塔楼  -  营门口,距离7号线西南交大站714米,房本满五年,金城丽景 标准套二 明厨明卫 居家装修 采光很好。,167万,单价19439元/平米
4,无,武海中华锦绣  | 2室2厅 | 74.4平米 | 东 | 简装,中楼层(共15层)2011年建板楼  -  草金立交,无,房本满五年,中华锦绣小套二，房东自住，临小街，采光好,135万,单价18146元/平米
5,无,御城  | 3室2厅 | 93.32平米 | 南 | 精装,低楼层(共26层)2009年建塔楼  -  新都城区,无,无,新都御城装修套三，带家具家电出售,115万,单价12324元/平米
6,无,水岸华庭  | 2室2厅 | 81平米 | 东 | 精装,低楼层(共28层)2009年建塔楼  -  万象城,无,无,沙河畔，公园旁，标准套二带阳台和入户,169万,单价20865元/平米
7,无,曦城  | 1室1厅 | 49.75平米 | 西北 | 精装 | 有电梯,高楼层(共33层)2009年建板楼  -  花牌坊,无,无,曦城 套一带书房 住家装修 保养很不错的新上,103万,单价20704元/平米
8,随时看房,华润二十四城二期  | 2室1厅 | 65.2平米 | 南 | 精装,中楼层(共32层)2010年建塔楼  -  万象城,距离4号线万年场站站14米,无,中间楼层，户型正气，格局合理.,190万,单价29142元/平米
9,随时看房,锦江城市花园二期  | 2室1厅 | 51.38平米 | 东南 | 简装 | 有电梯,中楼层(共34层)2010年建塔楼  -  三圣乡,无,无,锦江城市花园二期 2室1厅 95万,95万,单价18490元/平米
10,无,红湖公园城  | 4室2厅 | 124.51平米 | 东南 | 其他 | 有电梯,中楼层(共26层)2013年建板楼  -  大丰,无,房本满五年,红湖公园城 精装套四双卫 中间楼层,146万,单价11726元/平米
11,无,丽都新城三期  | 5室1厅 | 169平米 | 东南 | 其他 | 无电梯,高楼层(共6层)2005年建暂无数据  -  南湖,无,房本满五年,丽都新城顶跃带装修，可直接拎包入住,226万,单价13373元/平米
12,无,成都合院二期  | 3室2厅 | 124.79平米 | 西南 东北 | 其他,中楼层(共18层)2015年建板塔结合  -  高新西,无,无,成都合院2期，临河临公园，对中庭。,198万,单价15867元/平米
13,无,学府美地  | 4室2厅 | 151.44平米 | 南 | 其他,高楼层(共6层)2006年建板楼  -  温江大学城,无,房本满五年,学府美地，精装修，可以直接拎包入住,162万,单价10698元/平米
14,无,蓝谷地三四期  | 3室2厅 | 130.26平米 | 东北 | 精装 | 有电梯,低楼层(共13层)2008年建板楼  -  蓝谷地,无,房本满五年,蓝谷地三四期，标准套三，一梯两户，小高层，户型方正,255万,单价19577元/平米
15,无,南郡七英里   | 联排别墅 | 4室2厅 | 355.44平米 | 南 | 其他,3层2010年建暂无数据  -  中德,距离1号线华府大道站911米,房本满五年,南郡七英里，联排别墅，小区环境好,700万,单价19694元/平米
16,无,中德英伦联邦A区  | 3室2厅 | 105.36平米 | 东北 | 精装 | 有电梯,低楼层(共33层)2013年建塔楼  -  中德,距离1号线华府大道站1071米,无,对中庭，看游泳池，位置安静视野好。,350万,单价33220元/平米
17,无,华润二十四城二期  | 5室2厅 | 117.11平米 | 南 | 其他,高楼层(共32层)2010年建塔楼  -  万象城,距离4号线万年场站站274米,无,华润二十四城二期 套五双卫 带装修,480万,单价40988元/平米
18,无,汉嘉国际  | 3室2厅 | 129.72平米 | 南 | 其他 | 有电梯,低楼层(共33层)2018年建板塔结合  -  新都城区,无,无,汉嘉国际129平清水套三双卫出售,180万,单价13877元/平米
19,无,龙泉中街99号  | 4室2厅 | 168.54平米 | 南 | 简装,低楼层(共6层)板楼  -  龙泉驿城区,无,房本满五年,套四双卫带装修，低楼层，小区安静。,162万,单价9612元/平米
20,无,南城都汇汇翠园一期  | 5室2厅 | 222.5平米 | 西南 | 其他,高楼层(共15层)2009年建板塔结合  -  市一医院,无,无,南城都汇一期 正对小区中庭 一梯一户 满两年,450万,单价20225元/平米
21,无,华润凤凰城二期  | 5室2厅 | 158平米 | 南 | 其他,低楼层(共27层)2010年建板塔结合  -  大源,无,房本满五年,华润凤凰城二期，套五安静户型。,415万,单价26266元/平米
22,无,麓山国际圣安德鲁   | 叠拼别墅 | 5室3厅 | 332.18平米 | 东 | 其他,下叠(共3层)2014年建暂无数据  -  麓山,无,无,花园280平，三面包围花园，坐北朝南，地下室全采光,1000万,单价30105元/平米
23,无,晋平街2号  | 4室2厅 | 167.1平米 | 南 | 其他,中楼层(共7层)2007年建板楼  -  五大花园,距离7号线龙爪堰站827米,房本满五年,四室两厅两卫 带大阳台 有装修,188万,单价11251元/平米
24,随时看房,泰基南棠  | 1室1厅 | 56.13平米 | 东南 | 其他 | 有电梯,中楼层(共16层)2011年建板塔结合  -  红牌楼,距离3号线红牌楼站184米,房本满五年,二环边上 套一 看房预约 不临街,125万,单价22270元/平米
25,随时看房,博雅新城B区  | 3室2厅 | 132.07平米 | 东南 | 其他 | 无电梯,中楼层(共5层)2012年建板楼  -  大丰,无,房本满五年,博雅新城，，中间楼层，三居室，，,162万,单价12267元/平米
26,随时看房,沙湾商寓  | 2室1厅 | 72.79平米 | 西北 | 其他,高楼层(共7层)1998年建板楼  -  沙湾,距离7号线西南交大站300米,无,清水套二  有钥匙   随时看房,88万,单价12090元/平米
27,随时看房,河滨东苑  | 3室2厅 | 169.41平米 | 东南 西北 | 其他,高楼层(共7层)板楼  -  三官堂,无,房本满五年,西藏电力院  大套三双卫  南北通透大阳台采光通风好,230万,单价13577元/平米
28,随时看房,翰香府  | 2室1厅 | 71.14平米 | 南 | 其他,中楼层(共6层)板塔结合  -  毗河,无,房本满五年,翰香府 中楼层 装修房出售 二居室,90万,单价12652元/平米
29,随时看房,时代天骄  | 2室1厅 | 56.85平米 | 北 | 其他 | 有电梯,中楼层(共28层)2003年建板楼  -  草市街,距离3号线红星桥站783米,房本满五年,看河      套二，看河，有装修，,90万,单价15832元/平米
,haskey,houseInfo,positionInfo,subway,taxfree,title,totalPrice,unitPrice
0,随时看房,瑞联路249号  | 2室2厅 | 78.87平米 | 南 | 其他,高楼层(共7层)1999年建板楼  -  光华泡小,无,房本满五年,瑞联路249号 套二 有家具家电 有装修,161万,单价20414元/平米
1,随时看房,金琴路160号  | 3室1厅 | 96.09平米 | 东 | 其他,高楼层(共7层)1996年建板楼  -  抚琴小区,距离2号线白果林站795米,房本满五年,金琴路160号 套三有装修 96.09平,125万,单价13009元/平米
2,随时看房,紫东梵谷  | 3室2厅 | 114.4平米 | 东南 | 其他,高楼层(共18层)2007年建板楼  -  蓝谷地,无,房本满五年,紫东梵谷顶楼精装修套三优质户型,186万,单价16259元/平米
3,随时看房,时代天骄  | 2室1厅 | 56.85平米 | 北 | 其他 | 有电梯,中楼层(共28层)2003年建板楼  -  草市街,距离3号线红星桥站783米,房本满五年,看河      套二，看河，有装修，,90万,单价15832元/平米
4,随时看房,富力桃园A区  | 2室2厅 | 80.46平米 | 东南 | 其他,中楼层(共32层)2015年建板楼  -  毗河,无,无,富力桃园A区 2室2厅 100万,100万,单价12429元/平米
5,随时看房,马家花园路9号  | 2室1厅 | 77.89平米 | 南 | 其他,中楼层(共7层)1997年建板楼  -  花牌坊,无,房本满五年,马家花园路9号套二，户型方正，安静不临街,125万,单价16049元/平米
6,随时看房,双楠偶寓  | 2室1厅 | 73.8平米 | 东南 | 其他,高楼层(共16层)暂无数据  -  五大花园,距离7号线武侯大道站625米,房本满五年,武侯大道 有电梯 地铁 标准套二,160万,单价21681元/平米
7,随时看房,玉林南路36号  | 2室1厅 | 66.94平米 | 西南 | 其他,中楼层(共7层)1997年建板楼  -  芳草,距离1号线倪家桥站1073米,房本满五年,玉林南路36号 高新区 安静不临街 中间楼层,94万,单价14043元/平米
8,随时看房,小学路新6号  | 2室2厅 | 102.72平米 | 北 | 其他,中楼层(共7层)板楼  -  华西,无,房本满五年,小XUE路新6号中高楼层简单装修的大套二,170万,单价16550元/平米
9,随时看房,瑞联路249号  | 2室1厅 | 79.88平米 | 北 | 其他,高楼层(共7层)板楼  -  光华泡小,无,无,瑞联路249号套二高楼层交通便利,158万,单价19780元/平米
10,随时看房,海峡新城三期  | 3室2厅 | 129.69平米 | 东南 | 其他 | 无电梯,高楼层(共6层)2006年建板楼  -  温江大学城,距离4号线杨柳河站1155米,房本满五年,海峡新城跃层楼顶带花园，小区环境优雅舒适，配套齐全,150万,单价11567元/平米
11,随时看房,上锦颐园  | 2室2厅 | 88.54平米 | 南 | 毛坯,中楼层(共24层)2008年建板塔结合  -  高新西,无,无,上锦颐园一期+清水房+套二+满两年,105万,单价11860元/平米
12,随时看房,永陵路36号  | 2室1厅 | 76.89平米 | 东 | 其他,高楼层(共7层)1997年建板楼  -  花牌坊,无,无,一环内标准套二，采光好，楼层好。,115万,单价14957元/平米
13,随时看房,西南电力设计院小区  | 3室2厅 | 88.92平米 | 北 | 简装,高楼层(共5层)2000年建板楼  -  猛追湾,距离4号线玉双路站682米,无,西南电力设计院，套三双卫，有装修，小区安静,150万,单价16870元/平米
14,随时看房,锦绣华都  | 3室2厅 | 124.72平米 | 北 | 其他,低楼层(共6层)2005年建板楼  -  东升镇,无,房本满五年,锦绣华都的标准套三  户型方正,160万,单价12829元/平米
15,随时看房,棕南正街6号  | 3室2厅 | 149.44平米 | 南 | 其他,高楼层(共9层)1998年建板楼  -  棕北,距离1号线倪家桥站1109米,房本满五年,棕南正街6号 有装修 有阳台 有电梯,308万,单价20611元/平米
16,随时看房,东林城市花园  | 3室2厅 | 99.19平米 | 北 | 其他,低楼层(共15层)2008年建塔楼  -  动物园,无,无,东林城市花园 不临街，客厅带阳台 安静,180万,单价18147元/平米
17,随时看房,泰逸阳光  | 1室1厅 | 62.02平米 | 西南 | 精装,中楼层(共5层)2005年建板楼  -  一品天下,距离2号线蜀汉路东站330米,无,泰逸阳光  电梯 跃层套一双卫 有阳台,95万,单价15318元/平米
18,随时看房,置信学府杏林一期  | 3室2厅 | 117.24平米 | 东北 | 毛坯,中楼层(共18层)2013年建板楼  -  芙蓉古城,无,无,置信学府杏林清水套三，户型方正,127万,单价10833元/平米
19,随时看房,国嘉南苑一期  | 3室2厅 | 132.2平米 | 西 | 简装,高楼层(共20层)1999年建板楼  -  华西,距离3号线衣冠庙站1068米,房本满五年,国嘉南苑三室两厅户型，交通便利出行方便,210万,单价15886元/平米
20,随时看房,红枫岭二期  | 2室2厅 | 89.3平米 | 西 | 其他 | 有电梯,低楼层(共28层)2009年建板塔结合  -  东郊记忆,无,房本满五年,红枫岭二期，装修空房套二，从未入住，有匙随时看房,175万,单价19597元/平米
21,随时看房,万科五龙山九墅  | 2室2厅 | 95.71平米 | 南 | 精装 | 有电梯,低楼层(共21层)2013年建板塔结合  -  毗河,无,无,万科五龙山九墅装修套二 带家具家电,152万,单价15882元/平米
22,随时看房,双楠谊苑一期  | 2室1厅 | 76.83平米 | 南 | 其他,中楼层(共7层)1998年建板楼  -  双楠,无,房本满五年,置信谊苑 标准套二 有装修 有阳台 拎包入住,130万,单价16921元/平米
23,随时看房,颐和家园  | 1室1厅 | 59.92平米 | 西 | 其他 | 有电梯,中楼层(共18层)2008年建板楼  -  SM广场,无,房本满五年,颐和家园 标准套一 客厅带大阳台新上,123万,单价20528元/平米
24,随时看房,光华杏林  | 1室1厅 | 53.78平米 | 东 | 其他,高楼层(共21层)2010年建塔楼  -  外光华,无,无,光       华      杏     林      套        一新上,85万,单价15806元/平米
25,随时看房,温哥华花园四期  | 1室0厅 | 36.34平米 | 东 | 其他,中楼层(共16层)2013年建塔楼  -  航空港,无,无,双流航空港 温哥华花园四期 标间带装修新上,52万,单价14310元/平米
26,随时看房,空港首座  | 1室0厅 | 42.06平米 | 东 | 其他,中楼层(共16层)2013年建板塔结合  -  航空港,无,无,空港首座一室小户型，带装修带家具家电新上,50万,单价11888元/平米
27,无,置信丽都花园城D区  | 3室2厅 | 130.74平米 | 南 | 简装 | 有电梯,低楼层(共13层)2009年建板塔结合  -  新双楠,无,房本满五年,置信丽都花园城D区 朝南户型 带平台,230万,单价17593元/平米
28,无,紫东芯座  | 3室2厅 | 124.46平米 | 北 | 精装 | 有电梯,高楼层(共33层)2012年建板楼  -  万象城,无,无,紫东芯座 精装套三双卫 客厅带阳台 对中庭 明厨明卫,295万,单价23703元/平米
29,无,天府世家  | 3室2厅 | 113.49平米 | 南 | 精装,中楼层(共26层)2013年建板楼  -  金融城,距离1号线孵化园站1157米,无,房子全朝南套三 产权满两年 业主自装,435万,单价38330元/平米
,haskey,houseInfo,positionInfo,subway,taxfree,title,totalPrice,unitPrice
0,无,中大君悦金沙一二期  | 2室2厅 | 89.47平米 | 北 | 精装 | 有电梯,中楼层(共11层)2008年建板楼  -  金沙,距离4号线清江西路站131米,房本满五年,中大君悦金沙，套二有装修，客厅带阳台，对小区里面,240万,单价26825元/平米
1,无,金桔花园一期  | 2室2厅 | 85平米 | 东南 | 简装 | 无电梯,低楼层(共7层)2000年建板楼  -  花照壁,距离7号线花照壁站1052米,房本满五年,金桔花园一期 标准套二 有装修,132万,单价15530元/平米
2,随时看房,金房月圆  | 4室2厅 | 189.38平米 | 东南 | 其他 | 无电梯,高楼层(共6层)2000年建板楼  -  营门口,距离7号线花照壁站541米,房本满五年,金房月圆 套四有装修 内跃有平台17.5平米,265万,单价13994元/平米
3,随时看房,城置尚豪庭  | 2室1厅 | 109.12平米 | 东 | 其他 | 有电梯,低楼层(共26层)2014年建塔楼  -  草市街,距离1号线文殊院站605米,无,城置尚豪庭套二双卫 清水房 朝南有钥匙 随时看房,275万,单价25202元/平米
4,随时看房,英郡二期  | 3室2厅 | 127.56平米 | 南 | 其他 | 有电梯,中楼层(共32层)2010年建板塔结合  -  新会展,距离1号线天府三街站358米,房本满五年,英郡二期，套三双卫，满两年 朝南房主自荐,300万,单价23519元/平米
5,随时看房,中铁西郡英华二期  | 3室2厅 | 109.32平米 | 西北 | 其他 | 有电梯,低楼层(共31层)2013年建塔楼  -  红光,无,无,中铁西郡英华 有装修 空房出售,158万,单价14453元/平米
6,随时看房,森宇音乐花园  | 5室3厅 | 269.24平米 | 东南 | 毛坯 | 无电梯,高楼层(共6层)2004年建板楼  -  花都大道,无,无,森宇音乐花园 清水五跃六 带双层花园,240万,单价8914元/平米
7,随时看房,麓山国际茵特拉肯B区  | 3室2厅 | 224.84平米 | 南 | 其他 | 有电梯,低楼层(共29层)2006年建板塔结合  -  麓山,无,无,户型方正，3室2厅2厨3卫，满两年，没增值税,380万,单价16901元/平米
8,随时看房,城南名著  | 3室2厅 | 133.76平米 | 西北 | 其他,低楼层(共11层)2007年建板塔结合  -  广都,距离1号线广都站459米,房本满五年,城南名著，有装修，套三带花园！西北朝向！,310万,单价23176元/平米
9,随时看房,丰和日丽  | 3室2厅 | 156平米 | 南 | 精装 | 无电梯,高楼层(共6层)2005年建板塔结合  -  大丰,无,房本满五年,丰和日丽的装修房，带顶楼花园。内跃。房主自荐,165万,单价10577元/平米
10,随时看房,正基城市主场  | 2室1厅 | 65.16平米 | 南 | 其他 | 有电梯,中楼层(共20层)2012年建板楼  -  五大花园,距离7号线龙爪堰站90米,房本满五年,中环路 正基城市主场 标准套二,139万,单价21333元/平米
11,随时看房,中海格林威治城  | 5室1厅 | 169.21平米 | 东南 | 其他 | 有电梯,低楼层(共31层)2006年建板塔结合  -  川大,距离2号线牛王庙站905米,房本满五年,中海格林威治城  视野开阔 适合出租办公,330万,单价19503元/平米
12,随时看房,明珠园一期  | 4室2厅 | 147.3平米 | 东 | 其他,中楼层(共6层)2004年建板楼  -  川师,距离7号线狮子山站305米,房本满五年,明珠园一期 四室双卫 交通便利 小区环境宁静,298万,单价20231元/平米
13,随时看房,泰怡花园  | 5室1厅 | 149.57平米 | 东北 | 其他 | 无电梯,高楼层(共7层)2003年建板楼  -  八里小区,无,房本满五年,泰怡花园 安静套五 对中庭 视野开阔房主自荐,208万,单价13907元/平米
14,随时看房,阳光舜苑  | 2室2厅 | 83.85平米 | 西北 | 简装 | 有电梯,高楼层(共18层)2011年建塔楼  -  万年场,无,房本满五年,阳光舜苑，装修套二，客厅带阳台，卧室有飘窗。,160万,单价19082元/平米
15,随时看房,西岸观邸  | 2室2厅 | 81.66平米 | 东南 | 其他 | 有电梯,高楼层(共32层)2013年建板塔结合  -  国宾,距离2号线茶店子客运站站384米,无,西岸观邸套二  有装修  有家具家电  对中庭,145万,单价17757元/平米
16,随时看房,阳光华苑  | 3室2厅 | 109平米 | 西 | 其他 | 无电梯,中楼层(共4层)2008年建板楼  -  华阳,无,房本满五年,阳光华苑套三有装修有家具家电朝西,180万,单价16514元/平米
